Date,Open,High,Low,Close,Volume
2019-03-11,56.72258377075195,57.51599884033203,56.099998474121094,57.32999801635742,2184450
2019-03-11,57.31800079345703,57.45399856567383,56.952003479003906,57.30800247192383,1098099
2019-03-11,57.302001953125,57.87999725341797,57.29399871826172,57.858001708984375,926735
2019-03-11,57.84600067138672,57.98200225830078,57.5260009765625,57.68000030517578,737294
2019-03-11,57.6879997253418,57.788002014160156,57.56999969482422,57.694000244140625,495572
2019-03-11,57.68000030517578,58.189979553222656,57.582000732421875,58.047996520996094,931696
2019-03-11,58.0359992980957,58.253997802734375,58.0,58.19199752807617,855809
2019-03-12,57.2599983215332,57.599998474121094,56.470001220703125,56.7599983215332,2438261
2019-03-12,56.7859992980957,56.89600372314453,56.23200225830078,56.45600128173828,1435092
2019-03-12,56.43754196166992,56.763999938964844,56.29999923706055,56.42000198364258,805143
2019-03-12,56.417999267578125,56.79999923706055,56.36199951171875,56.779998779296875,496954
2019-03-12,56.75714111328125,57.12235641479492,56.59400177001953,56.64400100708008,688430
2019-03-12,56.62999725341797,56.99199676513672,56.48619842529297,56.60349655151367,705883
2019-03-12,56.57999801635742,56.75200271606445,56.487998962402344,56.689002990722656,791953
2019-03-13,56.7760009765625,57.69000244140625,56.54399871826172,57.4219970703125,1903445
2019-03-13,57.4119987487793,57.900001525878906,57.3280029296875,57.84003829956055,1054426
2019-03-13,57.8599967956543,58.396995544433594,57.83599853515625,57.94422149658203,1155560
2019-03-13,57.927001953125,57.98400115966797,57.20000076293945,57.428001403808594,847245
2019-03-13,57.45800018310547,57.797996520996094,57.37800216674805,57.41599655151367,685434
2019-03-13,57.37999725341797,57.639976501464844,57.340003967285156,57.599998474121094,449686
2019-03-13,57.571998596191406,57.79999923706055,57.54399871826172,57.79999923706055,613065
2019-03-14,58.5,59.06800079345703,58.20399856567383,58.31599807739258,2564174
2019-03-14,58.30399703979492,58.3380012512207,57.8580207824707,58.090003967285156,1012079
2019-03-14,58.082000732421875,58.1099967956543,57.65800094604492,57.728004455566406,753608
2019-03-14,57.75600051879883,58.178001403808594,57.7390022277832,58.10236358642578,480660
2019-03-14,58.0937614440918,58.41400146484375,57.9219970703125,58.382362365722656,628636
2019-03-14,58.383819580078125,58.492340087890625,58.13311767578125,58.22199630737305,674365
2019-03-14,58.22199630737305,58.25,57.96799850463867,57.98735809326172,727541
2019-03-15,56.62000274658203,56.72600173950195,55.09400177001953,55.65599822998047,5234406
2019-03-15,55.65800094604492,56.02000045776367,55.47199630737305,55.816802978515625,1463923
2019-03-15,55.8650016784668,55.91899871826172,55.625999450683594,55.84063720703125,772271
2019-03-15,55.847999572753906,55.847999572753906,55.099998474121094,55.12999725341797,1822835
2019-03-15,55.11199951171875,55.375999450683594,55.0,55.181983947753906,1280969
2019-03-15,55.1879997253418,55.20800018310547,54.88199996948242,55.02399826049805,1737553
2019-03-15,55.02399826049805,55.159996032714844,54.97600173950195,55.09600067138672,2342292
2019-03-18,55.20000076293945,55.599998474121094,53.459999084472656,53.48664093017578,4124398
2019-03-18,53.49799728393555,54.27000045776367,53.461997985839844,54.01799774169922,1673069
2019-03-18,54.02000045776367,54.073402404785156,53.78049850463867,54.008079528808594,732272
2019-03-18,54.00200271606445,54.134002685546875,53.624000549316406,53.685997009277344,872556
2019-03-18,53.68400192260742,54.13526153564453,53.667999267578125,54.055999755859375,1058440
2019-03-18,54.03728103637695,54.12999725341797,53.79999923706055,54.07999801635742,699942
2019-03-18,54.073997497558594,54.073997497558594,53.849998474121094,53.90399932861328,841739
2019-03-19,53.47999954223633,53.79999923706055,52.69600296020508,53.33599853515625,4168481
2019-03-19,53.32899856567383,54.65800094604492,53.32899856567383,54.185997009277344,2841217
2019-03-19,54.18199920654297,54.6150016784668,53.93199920654297,54.35599899291992,1340844
2019-03-19,54.347999572753906,54.41286087036133,53.65599822998047,53.74199676513672,987322
2019-03-19,53.72999954223633,54.05560302734375,53.71599578857422,53.92000198364258,664555
2019-03-19,53.935340881347656,53.97600173950195,53.540000915527344,53.59199905395508,717136
2019-03-19,53.574501037597656,53.612998962402344,53.3900032043457,53.472999572753906,923935
2019-03-20,53.952003479003906,54.13726043701172,53.279998779296875,53.63800048828125,2108509
2019-03-20,53.67000198364258,54.0880012512207,53.67000198364258,53.85200119018555,833747
2019-03-20,53.875,53.8859977722168,53.59600067138672,53.7599983215332,585239
2019-03-20,53.75600051879883,53.95800018310547,53.69036102294922,53.78403854370117,373282
2019-03-20,53.788002014160156,54.50499725341797,53.652000427246094,54.470863342285156,864249
2019-03-20,54.48400115966797,54.68400192260742,54.29999923706055,54.58400344848633,1073934
2019-03-20,54.55999755859375,54.9900016784668,54.486000061035156,54.72199630737305,911264
2019-03-21,54.4640007019043,54.6400032043457,53.70000076293945,54.047996520996094,1664351
2019-03-21,54.055999755859375,54.54399871826172,53.947998046875,54.20000076293945,880615
2019-03-21,54.197776794433594,54.459999084472656,54.10399627685547,54.332000732421875,562239
2019-03-21,54.308021545410156,54.5,54.2760009765625,54.353302001953125,408053
2019-03-21,54.35900115966797,55.20000076293945,54.35900115966797,55.167999267578125,828400
2019-03-21,55.14799880981445,55.290000915527344,55.0,55.22600173950195,717124
2019-03-21,55.24399948120117,55.24399948120117,54.71599578857422,54.81599807739258,765267
2019-03-22,54.5260009765625,54.540000915527344,53.667999267578125,53.74399948120117,2315787
2019-03-22,53.759002685546875,53.86199951171875,53.43779754638672,53.522178649902344,1372260
2019-03-22,53.50200271606445,53.608001708984375,52.8599967956543,53.06999969482422,1482152
2019-03-22,53.099998474121094,53.426002502441406,53.07999801635742,53.23699951171875,759025
